r,month,CI,CI_normalized
r00,1987-10,0.761378004303176,0.9462776640717776
r00,1987-11,0.4853470766935679,0.4930258072334019
r00,1987-12,0.5574998814205693,0.6115030844059899
r00,1988-01,0.6254246375859365,0.7230377668557363
r00,1988-02,0.6069259947398531,0.6926623872140915
r00,1988-03,0.5489794808621087,0.5975123066059352
r00,1988-04,0.5338760510979071,0.5727119784523662
r00,1988-05,0.6473541570632741,0.7590467587058607
r00,1988-06,0.4077285240283523,0.3655735922759079
r00,1988-07,0.2685820535578317,0.1370905137331018
r00,1988-08,0.3110846228105445,0.2068811295927834
r00,1988-09,0.4748043131108618,0.4757142428683107
r00,1988-10,0.5997341677093244,0.6808531708198411
r00,1988-11,0.3697543028453027,0.303218672802713
r00,1988-12,0.5152630447484811,0.5421488101788694
r00,1989-01,0.6353579403132734,0.7393485764620815
r00,1989-02,0.516485347287973,0.5441558711283095
r00,1989-03,0.5081284107370898,0.5304335066020945
r00,1989-04,0.4590999124073158,0.4499271006771893
r00,1989-05,0.6880372047243809,0.8258496603007142
r00,1989-06,0.480865943173248,0.4856676386889761
r00,1989-07,0.3664824977904205,0.2978462613516458
r00,1989-08,0.2808433020884887,0.1572238868728574
r00,1989-09,0.502855616122386,0.5217754045171648
r00,1989-10,0.6680653071575192,0.7930551479786434
r00,1989-11,0.3561329944567419,0.2808520366683191
r00,1989-12,0.5820306094691042,0.6517833462370872
r00,1990-01,0.3985173955223752,0.3504486164803851
r00,1990-02,0.483911642017834,0.4906687763101614
r00,1990-03,0.6404701711987973,0.7477430276256386
r00,1990-04,0.5187310301952875,0.5478433562823285
r00,1990-05,0.4556258818041808,0.444222628228322
r00,1990-06,0.4729043538631303,0.4725944473279737
r00,1990-07,0.2753368615931257,0.1481821305714653
r00,1990-08,0.2759509584931692,0.1491904978679627
r00,1990-09,0.4046230191618759,0.3604742512008317
r00,1990-10,0.7318299894966874,0.897758852455602
r00,1990-11,0.4316718023271986,0.4048892423073368
r00,1990-12,0.3066556684169579,0.1996086408896888
r00,1991-01,0.4797842662711483,0.4838914896587875
r00,1991-02,0.6034075060200379,0.6868849130762058
r00,1991-03,0.6703850712983981,0.7968642769533772
r00,1991-04,0.6210252009224543,0.7158137472357815
r00,1991-05,0.4891238391261995,0.4992273752977194
r00,1991-06,0.4106492580188039,0.3703695334987532
r00,1991-07,0.3510979875290021,0.2725843897819535
r00,1991-08,0.342862585586325,0.2590615890775051
r00,1991-09,0.4288150371587403,0.4001983399929912
r00,1991-10,0.7543740676501417,0.9347769698537156
r00,1991-11,0.3878766732942449,0.3329762007994056
r00,1991-12,0.3683722735372016,0.3009493352486696
r00,1992-01,0.6548769686779732,0.7713994626674617
r00,1992-02,0.5347521590063536,0.5741505764375013
r00,1992-03,0.56490667730044,0.6236652867173275
r00,1992-04,0.4685548415016488,0.4654524050530184
r00,1992-05,0.5019912504498116,0.520356087669323
r00,1992-06,0.4259092035059716,0.3954268656144258
r00,1992-07,0.2494519871397262,0.1056783158300073
r00,1992-08,0.3300665579703979,0.2380500911004495
r00,1992-09,0.4810266360464038,0.4859315016690027
r00,1992-10,0.5657097861054108,0.6249840177749251
r00,1992-11,0.4807500379567095,0.4854773185133775
r00,1992-12,0.4491397197764505,0.4335721369653241
r00,1993-01,0.4762584949454622,0.4781020572426676
r00,1993-02,0.7280046983780482,0.8914775986936224
r00,1993-03,0.6696280626791478,0.7956212439161405
r00,1993-04,0.4820864084730308,0.48767168283042
r00,1993-05,0.5106628512118105,0.5345951411738488
r00,1993-06,0.4266239378301664,0.3966004828695386
r00,1993-07,0.3419968509793933,0.2576400243944491
r00,1993-08,0.3322480897872389,0.2416322380551328
r00,1993-09,0.4340431184560461,0.408783021340935
r00,1993-10,0.6055887308193715,0.6904665558980496
r00,1993-11,0.5987077979643621,0.6791678379597319
r00,1993-12,0.3877369476969792,0.332746766775628
r00,1994-01,0.530847236683658,0.5677385656208198
r00,1994-02,0.4981871375782376,0.5141096092851969
r00,1994-03,0.601382509635298,0.6835598024466736
r00,1994-04,0.6584494131554759,0.7772655339331069
r00,1994-05,0.4768376281781787,0.4790530130480867
r00,1994-06,0.3750243020089052,0.3118721846650423
r00,1994-07,0.3801395027956997,0.3202715125041124
r00,1994-08,0.3902709572513414,0.3369076937619882
r00,1994-09,0.4073305045789245,0.3649200312562308
r00,1994-10,0.5936451917079524,0.6708548720684437
r00,1994-11,0.5605107259656423,0.6164469901216425
r00,1994-12,0.4045355498187037,0.3603306236640461
r00,1995-01,0.4105943990096978,0.3702794532024727
r00,1995-02,0.4934236218466008,0.5062877598673057
r00,1995-03,0.48383095275079,0.4905362818812533
r00,1995-04,0.4899892069448522,0.5006483377023644
r00,1995-05,0.4807872136281075,0.4855383621878535
r00,1995-06,0.3393383340786337,0.253274652252492
r00,1995-07,0.328734174162445,0.2358622730895989
r00,1995-08,0.3067429930933913,0.1997520308789339
r00,1995-09,0.4600228235560653,0.4514425511214204
r00,1995-10,0.5490607105167953,0.5976456883691161
r00,1995-11,0.6361722563281103,0.7406857101266832
r00,1995-12,0.3240813250862902,0.2282221419578493
r00,1996-01,0.5538921086176337,0.6055790028686693
r00,1996-02,0.4711937884593591,0.469785642705184
r00,1996-03,0.5029617796795429,0.5219497285678304
r00,1996-04,0.5883019344629676,0.6620810680283412
r00,1996-05,0.5125449403745841,0.5376855934472584
r00,1996-06,0.5523828611431709,0.6031007689035378
r00,1996-07,0.3388351974043887,0.2524484852942462
r00,1996-08,0.3722435201724948,0.3073060494796474
r00,1996-09,0.3577782410432127,0.2835535856459378
r00,1996-10,0.6702792923827608,0.7966905844967308
r00,1996-11,0.3179829150353125,0.218208352186883
r00,1996-12,0.3170514839971499,0.2166789118041691
r00,1997-01,0.3789639241023559,0.3183411736459562
r00,1997-02,0.3877324604927417,0.3327393986387664
r00,1997-03,0.5913486635319367,0.6670838973118292
r00,1997-04,0.4788926982003996,0.4824275055789448
r00,1997-05,0.4546298444671355,0.442587102179101
r00,1997-06,0.4006545551490573,0.3539579028402226
r00,1997-07,0.4395423260018793,0.4178129009014374
r00,1997-08,0.4385176776647352,0.4161303946495519
r00,1997-09,0.4257588569628411,0.3951799916484059
r00,1997-10,0.5828622056145242,0.6531488544441397
r00,1997-11,0.511208207100602,0.5354906334702122
r00,1997-12,0.4278623552528079,0.3986340049868396
r00,1998-01,0.4056296585949556,0.3621271862402538
r00,1998-02,0.4103577097562385,0.3698908016678308
r00,1998-03,0.6682086801577432,0.7932905711579761
r00,1998-04,0.4966685359642578,0.5116160155154887
r00,1998-05,0.5180974875825808,0.5468030584864174
r00,1998-06,0.3620578728622005,0.2905808817730014
r00,1998-07,0.2439765093171212,0.0966874012550904
r00,1998-08,0.2736842586538793,0.1454685022207705
r00,1998-09,0.5615493984653956,0.6181525245095354
r00,1998-10,0.7459375111726173,0.9209238667906852
r00,1998-11,0.5548995397264075,0.6072332378656051
r00,1998-12,0.3521345472427848,0.274286454905831
r00,1999-01,0.4792778517235121,0.4830599403246828
r00,1999-02,0.3964597926129714,0.3470699648655112
r00,1999-03,0.5814298464865125,0.6507968736713587
r00,1999-04,0.4705299317397078,0.468695568149183
r00,1999-05,0.4781649165194915,0.4812324641352155
r00,1999-06,0.3505423648605247,0.2716720390958556
r00,1999-07,0.300790419203355,0.1899777088781673
r00,1999-08,0.2254326819181292,0.0662378270922606
r00,1999-09,0.3975642671488792,0.3488835483598179
r00,1999-10,0.5724328928505535,0.6360235800527735
r00,1999-11,0.4494276894358362,0.4340449926121895
r00,1999-12,0.4001004627205651,0.3530480648584824
r00,2000-01,0.545129991437496,0.5911913184300991
r00,2000-02,0.6789490655020263,0.8109266369518098
r00,2000-03,0.4720553727541344,0.4712003924392501
r00,2000-04,0.5156894742173381,0.542849021384345
r00,2000-05,0.5158901554217755,0.5431785465188345
r00,2000-06,0.4361138117818585,0.4121831678498605
r00,2000-07,0.2904909388629405,0.1730656235941387
r00,2000-08,0.275394100152036,0.1482761181667449
r00,2000-09,0.5067346228678906,0.5281448611042002
r00,2000-10,0.7081830134020968,0.8589297403836227
r00,2000-11,0.4438737549494792,0.4249252496163601
r00,2000-12,0.3664841745797291,0.29784901469481
r00,2001-01,0.508869293139174,0.5316500598606426
r00,2001-02,0.5175129359098445,0.5458432054243706
r00,2001-03,0.5631772722826932,0.6208255468290931
r00,2001-04,0.5604845922056944,0.6164040776287376
r00,2001-05,0.5934890617721671,0.6705985015815727
r00,2001-06,0.300162618071542,0.188946838782618
r00,2001-07,0.34352951856835,0.2601567149574468
r00,2001-08,0.310181028805378,0.2053973985333096
r00,2001-09,0.3270894786919298,0.2331616290624957
r00,2001-10,0.625580840235864,0.7232942567416192
r00,2001-11,0.4542775231538661,0.4420085790011877
r00,2001-12,0.3383848111998885,0.2517089363413375
r00,2002-01,0.372586856713029,0.3078698193653816
r00,2002-02,0.6375657195292996,0.7429738225090329
r00,2002-03,0.4814136439707893,0.4865669814025888
r00,2002-04,0.4856580700878028,0.493536468609727
r00,2002-05,0.6503341566900707,0.7639400160517674
r00,2002-06,0.422445890973199,0.3897399925894187
r00,2002-07,0.3541140729384615,0.2775369011692066
r00,2002-08,0.3051722819050826,0.1971728714752288
r00,2002-09,0.5172334101781224,0.5453842149842982
r00,2002-10,0.605641034021286,0.690552439474907
r00,2002-11,0.7356519150688983,0.904034579879714
r00,2002-12,0.3116003724976999,0.2077280075328438
r00,2003-01,0.575599384096449,0.6412230627676032
r00,2003-02,0.4631238973681106,0.456534616259463
r00,2003-03,0.5425209246057796,0.5869071449270366
r00,2003-04,0.3927283438215913,0.3409428032896811
r00,2003-05,0.5399891806158392,0.5827499380719308
r00,2003-06,0.4363882089015498,0.4126337369403905
r00,2003-07,0.3654789611556706,0.2961984212090765
r00,2003-08,0.337251523231082,0.2498480402430545
r00,2003-09,0.2732566756920651,0.1447663969419416
r00,2003-10,0.6680411238142911,0.7930154381341068
r00,2003-11,0.505166345779754,0.5255696985729916
r00,2003-12,0.5664057573508519,0.6261268254379432
r00,2004-01,0.6581919207224374,0.7768427228937527
r00,2004-02,0.4332193499971879,0.407430366452529
r00,2004-03,0.6782195989949615,0.8097288289681475
r00,2004-04,0.4973560976172676,0.5127450143512942
r00,2004-05,0.5725061120172024,0.6361438083312753
r00,2004-06,0.5152231691332237,0.5420833331078235
r00,2004-07,0.2556668423140631,0.1158833123213198
r00,2004-08,0.210491042089715,0.0417031633316217
r00,2004-09,0.4023109363033131,0.3566777351441604
r00,2004-10,0.6901009014006614,0.829238318081114
r00,2004-11,0.3254001754287883,0.2303877375735502
r00,2004-12,0.4319158416108966,0.4052899628332413
r00,2005-01,0.6543492400512863,0.7705329149149182
r00,2005-02,0.50908556820776,0.5320051906326665
r00,2005-03,0.6024299385780243,0.6852797152017702
r00,2005-04,0.466904437372955,0.4627423872215305
r00,2005-05,0.4344490320790342,0.4094495448530957
r00,2005-06,0.4681166865378552,0.4647329401994158
r00,2005-07,0.2871582455221914,0.1675932315761551
r00,2005-08,0.3214603284674278,0.2239183793521364
r00,2005-09,0.5093171090896795,0.5323853883720027
r00,2005-10,0.6736372739205341,0.802204500565503
r00,2005-11,0.3796382109603035,0.3194483748318998
r00,2005-12,0.3815399407321809,0.3225710776310851
r00,2006-01,0.3467266309399555,0.2654064785672717
r00,2006-02,0.5824102157075906,0.6524066721591183
r00,2006-03,0.7306562676937574,0.8958315626725452
r00,2006-04,0.478818349018929,0.4823054217789599
r00,2006-05,0.5893102823081124,0.6637368083365331
r00,2006-06,0.4231013840750821,0.390816333810115
r00,2006-07,0.3065505002454165,0.199435951294924
r00,2006-08,0.2685468648630881,0.1370327327396081
r00,2006-09,0.5171478323397444,0.5452436933605622
r00,2006-10,0.6114115869579564,0.7000278770868441
r00,2006-11,0.5854236459061651,0.6573548236028163
r00,2006-12,0.4254748782129477,0.3947136892061164
r00,2007-01,0.5210283711157259,0.5516156655920017
r00,2007-02,0.6222414701842713,0.7178109013449533
r00,2007-03,0.4715156584793641,0.4703141638585608
r00,2007-04,0.5531134948379388,0.6043004934477766
r00,2007-05,0.5722535727868112,0.6357291306134899
r00,2007-06,0.4452407370583227,0.42716987917459
r00,2007-07,0.2715966237737196,0.1420405371227029
r00,2007-08,0.2934413516719687,0.1779102984126905
r00,2007-09,0.529623576902523,0.5657292760359866
r00,2007-10,0.5550791527835557,0.6075281684096925
r00,2007-11,0.591832044413574,0.6678776246091996
r00,2007-12,0.4083654060603013,0.3666193735079884
r00,2008-01,0.6244752414054788,0.7214788271188229
r00,2008-02,0.4843443991179933,0.4913793776942375
r00,2008-03,0.6758937228375694,0.8059096638613843
r00,2008-04,0.5685072614399007,0.6295775642329161
r00,2008-05,0.4390841352972395,0.4170605367027495
r00,2008-06,0.4497780780276481,0.4346203421979371
r00,2008-07,0.2997627565647045,0.188290253044122
r00,2008-08,0.3248789430253703,0.2295318568331585
r00,2008-09,0.3545603580235738,0.2782697159492681
r00,2008-10,0.6619374749920057,0.782993046128444
r00,2008-11,0.5380072626441843,0.5794955636127599
r00,2008-12,0.3861504124561998,0.3301416237575971
r00,2009-01,0.3032863510143087,0.194076110958157
r00,2009-02,0.633899280369114,0.7369534088846242
r00,2009-03,0.6762361220339673,0.8064718945972343
r00,2009-04,0.578373261286486,0.6457778602966833
r00,2009-05,0.5917747017275421,0.6677834660337635
r00,2009-06,0.4414321361448451,0.4209160312781271
r00,2009-07,0.3780962188406896,0.3169163730830466
r00,2009-08,0.2800838062780068,0.1559767697858592
r00,2009-09,0.4865810811869508,0.4950520831757983
r00,2009-10,0.6927767580755978,0.8336321627022633
r00,2009-11,0.4863150146756785,0.4946151932181365
r00,2009-12,0.4048588384319938,0.3608614741942289
r00,2010-01,0.2555279054815302,0.1156551734751618
r00,2010-02,0.3797754499180366,0.3196737257118239
r00,2010-03,0.621051079573737,0.715856240831872
r00,2010-04,0.4500574719027831,0.4350791161251592
r00,2010-05,0.4998532970941178,0.5168454979803568
r00,2010-06,0.3146241282115449,0.2126931138120368
r00,2010-07,0.2854793208545199,0.1648363820821371
r00,2010-08,0.251979342603802,0.1098283165813836
r00,2010-09,0.3288773253965753,0.236097332121716
r00,2010-10,0.6401307902852948,0.74718575300952
r00,2010-11,0.5819455434719571,0.6516436650734777
r00,2010-12,0.4163362076678893,0.3797076917642641
r00,2011-01,0.6196065823040232,0.7134843288314107
r00,2011-02,0.6566243706252253,0.7742687541055399
r00,2011-03,0.512404973120528,0.5374557626150873
r00,2011-04,0.5367554317718233,0.5774400161700918
r00,2011-05,0.4350670610149318,0.4104643686817198
r00,2011-06,0.369927830978532,0.3035036117017015
r00,2011-07,0.3295450507641447,0.2371937591247689
r00,2011-08,0.4257546539111491,0.3951730900993647
r00,2011-09,0.4077673144706368,0.3656372874572606
r00,2011-10,0.4766359491297637,0.4787218494209846
r00,2011-11,0.3125798459355537,0.209336335115103
r00,2011-12,0.3632759115194564,0.2925809412876474
r00,2012-01,0.5129186833542255,0.5382992917055288
r00,2012-02,0.4493047342140531,0.433843096096231
r00,2012-03,0.5582160593996337,0.6126790721898544
r00,2012-04,0.4792231381313362,0.4829700988077818
r00,2012-05,0.4745605380955289,0.4753139562797487
r00,2012-06,0.3845367465524,0.3274919312990459
r00,2012-07,0.2124986277315637,0.0449996849489997
r00,2012-08,0.3078638838067236,0.2015925702762048
r00,2012-09,0.4631068245361016,0.4565065821080851
r00,2012-10,0.6037281192320225,0.6874113705094992
r00,2012-11,0.3346904268393162,0.2456426357792778
r00,2012-12,0.3918014709629799,0.3394208475876271
r00,2013-01,0.3822783311626563,0.3237835389903354
r00,2013-02,0.5297354863110061,0.5659130349634077
r00,2013-03,0.6491460141866727,0.7619890470045042
r00,2013-04,0.4521550580194576,0.4385234214807016
r00,2013-05,0.5861734239889186,0.6585859838614426
r00,2013-06,0.4017401373656302,0.3557404645251518
r00,2013-07,0.2425182116484046,0.0942928285458188
r00,2013-08,0.2959352984326809,0.1820054409749311
r00,2013-09,0.5377559913945773,0.5790829679611033
r00,2013-10,0.7289368196316446,0.8930081724327674
r00,2013-11,0.3509929440892066,0.2724119050008158
r00,2013-12,0.3486514829662119,0.2685671488682234
r00,2014-01,0.3721610355635949,0.3071706070403952
r00,2014-02,0.5065292060993075,0.5278075600177158
r00,2014-03,0.4873449767086041,0.4963064247331673
r00,2014-04,0.5588804733568394,0.6137700617482373
r00,2014-05,0.5744922974778448,0.6394051901476447
r00,2014-06,0.4206474739210334,0.3867869326721013
r00,2014-07,0.239508372224189,0.0893505732716545
r00,2014-08,0.3534394107295365,0.2764290836446196
r00,2014-09,0.4592884969808111,0.4502367627460306
r00,2014-10,0.7211335383582684,0.8801949280720048
r00,2014-11,0.3614014758727828,0.2895030563392607
r00,2014-12,0.2973287925031074,0.1842936040455829
r00,2015-01,0.3827372544736064,0.3245371061526671
r00,2015-02,0.4345715626405366,0.4096507440629139
r00,2015-03,0.5404863734838442,0.5835663451049454
r00,2015-04,0.6223012397901857,0.7179090450026143
r00,2015-05,0.4326603279845076,0.4065124339315065
r00,2015-06,0.3903704529165205,0.3370710689148391
r00,2015-07,0.4364292298619625,0.4127010947058313
r00,2015-08,0.289869408707202,0.1720450506474436
r00,2015-09,0.4707894329630513,0.4691216776882511
r00,2015-10,0.5507791157197455,0.600467366199868
r00,2015-11,0.4164219022495525,0.379848405084312
r00,2015-12,0.4887510376141071,0.4986152229601124
r00,2016-01,0.5097863898681819,0.5331559628365264
r00,2016-02,0.4321857402088773,0.4057331452032469
r00,2016-03,0.6901855753393125,0.8293773554717854
r00,2016-04,0.452946959609933,0.4398237499236936
r00,2016-05,0.5407451938231915,0.5839913366101097
r00,2016-06,0.3617119171282222,0.2900128110855339
r00,2016-07,0.222964828005535,0.0621855298443553
r00,2016-08,0.2929370141984342,0.1770821597025385
r00,2016-09,0.3468408895496535,0.2655940949603109
r00,2016-10,0.5629415360417244,0.620438460172288
r00,2016-11,0.520696757787602,0.5510711456064114
r00,2016-12,0.4671173294588348,0.463091963024745
r00,2017-01,0.4682882476873149,0.4650146492463959
r00,2017-02,0.5007757894762874,0.5183602607960982
r00,2017-03,0.5610048686191489,0.6172583886021841
r00,2017-04,0.658172295214133,0.7768104971639861
r00,2017-05,0.5620809138460796,0.6190252902366205
r00,2017-06,0.4116627554520575,0.3720337295998974
r00,2017-07,0.3550391810169956,0.2790559590443617
r00,2017-08,0.3797415455695231,0.3196180536570592
r00,2017-09,0.4440946190043511,0.4252879156547148
r00,2017-10,0.6693629241168974,0.7951858776812764
r00,2017-11,0.4730639397062568,0.4728564925283017
r00,2017-12,0.3979735899220957,0.3495556698087195
r00,2018-01,0.5423548964669452,0.5866345212653846
r00,2018-02,0.4763412677611853,0.4782379729269973
r00,2018-03,0.5899639288554408,0.6648101174539506
r00,2018-04,0.4627690941562965,0.455952017722554
r00,2018-05,0.5383186486545346,0.5800068696776527
r00,2018-06,0.4085648784000447,0.3669469136469124
r00,2018-07,0.2350788942637435,0.0820772248545668
r00,2018-08,0.2184129835523178,0.0547112516236986
r00,2018-09,0.4291148446075649,0.4006906336792475
r00,2018-10,0.7472745539665406,0.9231193350096496
r00,2018-11,0.5261817167200056,0.5600776284752811
r00,2018-12,0.5097046071029762,0.5330216728476911
r00,2019-01,0.3406968907791726,0.2555054470133255
r00,2019-02,0.5409826168316184,0.5843811929945285
r00,2019-03,0.6846259420886374,0.8202482549176157
r00,2019-04,0.5310467768597227,0.5680662171492133
r00,2019-05,0.6393389289133232,0.7458854906066332
r00,2019-06,0.4507643342634702,0.4362398073574246
r00,2019-07,0.3068481608449791,0.199924719784121
r00,2019-08,0.403908918900091,0.3593016750970391
r00,2019-09,0.4352935058643281,0.4108361985681357
r00,2019-10,0.6234998231061839,0.7198771582073782
r00,2019-11,0.4567274203860025,0.4460313907895084
r00,2019-12,0.4089381924569287,0.3675599075999156
r00,2020-01,0.6980229091914327,0.842246515286224
r00,2020-02,0.4733864639296663,0.4733860879051736
r00,2020-03,0.4330517393724381,0.4071551442969844
r00,2020-04,0.4977750519771985,0.5134329511821908
r00,2020-05,0.5722798502231544,0.6357722790277588
r00,2020-06,0.3325374679639261,0.242107406533708
r00,2020-07,0.2897116888162132,0.1717860694018633
r00,2020-08,0.4382167147650604,0.4156362036750173
r00,2020-09,0.3150301766813947,0.2133598587471772
r00,2020-10,0.6192653916180741,0.7129240825094438
r00,2020-11,0.4872548451830304,0.496158425805367
r00,2020-12,0.3840552349314188,0.3267012733891191
r00,2021-01,0.3001110903923455,0.1888622286395567
r00,2021-02,0.3935828443912184,0.3423459213141971
r00,2021-03,0.509993827556293,0.5334965823393075
r00,2021-04,0.697331362912871,0.8411109735642794
r00,2021-05,0.4512335122008464,0.4370102129534386
r00,2021-06,0.3613570472142697,0.2894301030215211
r00,2021-07,0.3082660413582699,0.2022529261955885
r00,2021-08,0.3192792762041988,0.2203370198402479
r00,2021-09,0.5129219280619624,0.5383046196222929
r00,2021-10,0.5919771180844724,0.6681158403456844
r00,2021-11,0.3596079906275972,0.2865580946111232
r00,2021-12,0.345258084758175,0.2629950774626595
r00,2022-01,0.4275527097152705,0.3981255568355185
r00,2022-02,0.5505522711480185,0.6000948799562454
r00,2022-03,0.442448514124645,0.4225849573313899
r00,2022-04,0.5310131899959215,0.5680110664147826
r00,2022-05,0.5786197688120561,0.6461826337568779
r00,2022-06,0.3526601093783224,0.2751494452086903
r00,2022-07,0.3639559560207847,0.2936975967132877
r00,2022-08,0.3375379055964873,0.2503182895010265
r00,2022-09,0.3167103019533854,0.2161186796729536
r00,2022-10,0.624078423889501,0.7208272397133807
r00,2022-11,0.3850239768915681,0.3282919795322217
r00,2022-12,0.4140831910919678,0.3760081644853197
r00,2023-01,0.3580933206170851,0.2840709566635488
r00,2023-02,0.4671267918780619,0.4631075006281652
r00,2023-03,0.6612574687286162,0.7818764534907562
r00,2023-04,0.5698386822089356,0.6317638009022061
r00,2023-05,0.5485168185539235,0.5967525998872351
r00,2023-06,0.4580509028552062,0.4482045925095272
r00,2023-07,0.3685884147171703,0.3013042461711827
r00,2023-08,0.3334976164425091,0.2436840018975933
r00,2023-09,0.4457216502501863,0.4279595544442342
r00,2023-10,0.5948581435606449,0.672846578882783
r00,2023-11,0.5702062396780873,0.6323673423489219
r00,2023-12,0.3004858267248295,0.1894775580158482
r00,2024-01,0.446659769737021,0.4294999774795308
r00,2024-02,0.4716604256280778,0.4705518762755422
r00,2024-03,0.5749561443279063,0.6401668419230442
r00,2024-04,0.4502259066159773,0.4353556914610189
r00,2024-05,0.5507973780491449,0.6004973535450621
r00,2024-06,0.4853223824852667,0.4929852585316219
r00,2024-07,0.3145627129850357,0.212592267991264
r00,2024-08,0.2331332699034692,0.0788824456983285
r00,2024-09,0.33673469797424,0.2489993961822126
r00,2024-10,0.651596351665434,0.7660125816922546
r00,2024-11,0.4850597044381833,0.4925539325435443
r00,2024-12,0.2943164430660678,0.1793472272478523
r01,1984-03,0.6717636007257695,0.7991278675882141
r01,1984-04,0.5467966755111273,0.5939280684663297
r01,1984-05,0.3646860970248912,0.2948965122432647
r01,1984-06,0.4264582069628937,0.3963283473375629
r01,1984-07,0.1850937653107974,0.0
r01,1984-08,0.2564476763704546,0.1171654675095335
r01,1984-09,0.4683976153919418,0.4651942346125343
r01,1984-10,0.5642200122130974,0.6225377600718194
r01,1984-11,0.3234832278762098,0.227240046678214
r01,1984-12,0.3955616017475317,0.3455951059390812
r01,1985-01,0.3319449127593821,0.2411344114093404
r01,1985-02,0.5015065008723109,0.5195601129283527
r01,1985-03,0.5547886593999924,0.6070511687247676
r01,1985-04,0.5657611366142634,0.6250683369984578
r01,1985-05,0.498575706034406,0.5147476514632685
r01,1985-06,0.3481471897090298,0.2677390827627754
r01,1985-07,0.3248369147686167,0.229462845054014
r01,1985-08,0.2980413961209045,0.18546372261075
r01,1985-09,0.3783115509126721,0.3172699554236491
r01,1985-10,0.6384641725779319,0.7444491119488836
r01,1985-11,0.4073799809534383,0.3650012730895725
r01,1985-12,0.4347167027962757,0.4098890689696924
r01,1986-01,0.465939759589887,0.4611583545907931
r01,1986-02,0.4897252035081049,0.5002148353808902
r01,1986-03,0.5063709495520259,0.5275476975648616
r01,1986-04,0.3217510683950778,0.2243957838705562
r01,1986-05,0.6228827923348815,0.7188639733978313
r01,1986-06,0.382060899554228,0.3234265091418728
r01,1986-07,0.4175812136308564,0.3817520324813586
r01,1986-08,0.364387326194625,0.2944059207187569
r01,1986-09,0.4933816016560324,0.5062187613331024
r01,1986-10,0.7940949716931409,1.0
r01,1986-11,0.7326040374977212,0.8990298647178467
r01,1986-12,0.4437730665759785,0.4247599159972383
r01,1987-01,0.4898382357373023,0.5004004380168339
r01,1987-02,0.3644538868086127,0.2945152154349088
r01,1987-03,0.5392907305586029,0.5816030601184611
r01,1987-04,0.5132386647806599,0.5388247117261806
r01,1987-05,0.5455044024284008,0.5918061135848229
r01,1987-06,0.3243164472473634,0.2286082202752798
r01,1987-07,0.3589613491674732,0.285496288077167
r01,1987-08,0.4149563582195661,0.3774419336116326
r01,1987-09,0.3970992284422244,0.3481199395167135
r01,1987-10,0.761378004303176,0.9462776640717776
r01,1987-11,0.4853470766935679,0.4930258072334019
r01,1987-12,0.5574998814205693,0.6115030844059899
r01,1988-01,0.6254246375859365,0.7230377668557363
r01,1988-02,0.6069259947398531,0.6926623872140915
r01,1988-03,0.5489794808621087,0.5975123066059352
r01,1988-04,0.5338760510979071,0.5727119784523662
r01,1988-05,0.6473541570632741,0.7590467587058607
r01,1988-06,0.4077285240283523,0.3655735922759079
